,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserVersion,device.browserSize,device.operatingSystem,device.operatingSystemVersion,device.isMobile,device.mobileDeviceBranding,device.mobileDeviceModel,device.mobileInputSelector,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.flashVersion,device.language,device.screenColors,device.screenResolution,device.deviceCategory,geoNetwork.continent,geoNetwork.subContinent,geoNetwork.country,geoNetwork.region,geoNetwork.metro,geoNetwork.city,geoNetwork.cityId,geoNetwork.networkDomain,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.networkLocation,totals.visits,totals.hits,totals.pageviews,totals.newVisits,totals.bounces,totals.transactionRevenue,trafficSource.campaign,trafficSource.source,trafficSource.medium,trafficSource.keyword,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.referralPath,trafficSource.isTrueDirect,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adContent
864,Social,20160908,4262495399357409621,4262495399357409621_1473357651,Not Socially Engaged,1473357651,4,1473357651,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Western Asia,Turkey,Istanbul,(not set),Istanbul,not available in demo dataset,ttnet.com.tr,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/,,,,,,,
865,Organic Search,20170107,7226446902986114889,7226446902986114889_1483797536,Not Socially Engaged,1483797536,1,1483797536,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,bhn.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,5,5,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
866,Organic Search,20170107,525874876992720252,525874876992720252_1483858625,Not Socially Engaged,1483858625,1,1483858625,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Asia,Eastern Asia,South Korea,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,15,14,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
867,Social,20170107,6825824995770059987,6825824995770059987_1483817609,Not Socially Engaged,1483817609,1,1483817609,YaBrowser,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Eastern Europe,Russia,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,ertelecom.ru,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/ru/,,,,,,,
868,Organic Search,20161005,2517064466260582393,2517064466260582393_1475663160,Not Socially Engaged,1475663160,1,1475663160,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Northern Europe,Norway,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,edb.com,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
869,Organic Search,20161005,3981376777463499218,3981376777463499218_1475681775,Not Socially Engaged,1475681775,3,1475681775,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,New York,New York NY,New York,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,,1,,(not set),google,organic,(not provided),not available in demo dataset,,True,,,,,,
870,Social,20161005,6732463068937752770,6732463068937752770_1475655181,Not Socially Engaged,1475655181,1,1475655181,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Western Asia,Turkey,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,superonline.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/,,,,,,,
871,Direct,20161217,917500996835299456,917500996835299456_1482012262,Not Socially Engaged,1482012262,1,1482012262,Safari (in-app),not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
872,Direct,20161217,7958231810407314761,7958231810407314761_1482015312,Not Socially Engaged,1482015312,11,1482015312,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,Michigan,Detroit MI,Ann Arbor,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,4,4,,,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
873,Direct,20161217,8587816736635155113,8587816736635155113_1481968007,Not Socially Engaged,1481968007,2,1481968007,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Europe,Western Europe,France,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,proxad.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,28,22,,,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
874,Social,20161217,9396391974186644470,9396391974186644470_1482013198,Not Socially Engaged,1482013198,1,1482013198,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Africa,Northern Africa,Tunisia,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/fr/,,,,,,,
